notice_ref,authority,published,days_since_recall,product,brand_or_model,gtin,gtin_valid,arm,marketplace,arm_state,arm_coverage_pct,arm_verdict,row_tier,found_by_query,discard_reasons,hazard
A12/02526/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,44 burgundy red,5907813184444,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02526/24,SAFETY_GATE,2024-09-06,712,HAIR COLOR MOUSSE COOL COLORS!,44 burgundy red,5907813184444,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02527/24,SAFETY_GATE,2024-09-06,712,BLACK OPIUM NUIT,B886-1,6937372281338,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances linalool, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02527/24,SAFETY_GATE,2024-09-06,712,BLACK OPIUM NUIT,B886-1,6937372281338,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances linalool, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02527/24,SAFETY_GATE,2024-09-06,712,BLACK OPIUM NUIT,B886-1,6937372281338,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The perfume contains allergenic fragrances linalool, hydroxycitronellal, cinnamyl alcohol, hexyl cinnamal and benzyl salicylate. These substances, which can induce allergic reactions and sensitisation, are not indicated in the list of ingredients so consumers are not aware of their presence."
A12/02545/24,SAFETY_GATE,2024-09-06,712,Toy slime,783476,5101667834764,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 590 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02545/24,SAFETY_GATE,2024-09-06,712,Toy slime,783476,5101667834764,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 590 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02545/24,SAFETY_GATE,2024-09-06,712,Toy slime,783476,5101667834764,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 590 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02549/24,SAFETY_GATE,2024-09-06,712,Amore Di Mamma / Baby Toys FUN AND PUZZLE,1739-1,6845789988682,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The plastic material of the doll contains an amount of bis(2-ethylhexyl) phthalate (DEHP) and dibutyl phthalate (DBP) (measured values: 21% and 0.8% by weight, respectively). These phthalates may harm the health of children, causing possible damage to their reproductive system."
A12/02549/24,SAFETY_GATE,2024-09-06,712,Amore Di Mamma / Baby Toys FUN AND PUZZLE,1739-1,6845789988682,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The plastic material of the doll contains an amount of bis(2-ethylhexyl) phthalate (DEHP) and dibutyl phthalate (DBP) (measured values: 21% and 0.8% by weight, respectively). These phthalates may harm the health of children, causing possible damage to their reproductive system."
A12/02549/24,SAFETY_GATE,2024-09-06,712,Amore Di Mamma / Baby Toys FUN AND PUZZLE,1739-1,6845789988682,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The plastic material of the doll contains an amount of bis(2-ethylhexyl) phthalate (DEHP) and dibutyl phthalate (DBP) (measured values: 21% and 0.8% by weight, respectively). These phthalates may harm the health of children, causing possible damage to their reproductive system."
A12/02552/24,SAFETY_GATE,2024-09-06,712,COOL COLORS!,47 copper,5907813184475,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02552/24,SAFETY_GATE,2024-09-06,712,COOL COLORS!,47 copper,5907813184475,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02552/24,SAFETY_GATE,2024-09-06,712,COOL COLORS!,47 copper,5907813184475,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients, the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02558/24,SAFETY_GATE,2024-09-06,712,Toy slime,783180,5101667831800,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 619 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02558/24,SAFETY_GATE,2024-09-06,712,Toy slime,783180,5101667831800,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 619 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02558/24,SAFETY_GATE,2024-09-06,712,Toy slime,783180,5101667831800,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The migration of boron from the toy slime is too high (measured value: 619 mg/kg). Ingestion or contact with an excessive quantity of boron may harm the health of children by damaging their reproductive system.
A12/02945/24,SAFETY_GATE,2024-09-06,712,Plüschtiere,02203,4038732022034,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The seam allow access to the stuffing material. A child may put the filling material in the mouth and choke. Moreover, the toy contains small parts (noses) which can easily detach. A small child may put them in the mouth and choke."
A12/02945/24,SAFETY_GATE,2024-09-06,712,Plüschtiere,02203,4038732022034,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The seam allow access to the stuffing material. A child may put the filling material in the mouth and choke. Moreover, the toy contains small parts (noses) which can easily detach. A small child may put them in the mouth and choke."
A12/02945/24,SAFETY_GATE,2024-09-06,712,Plüschtiere,02203,4038732022034,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The seam allow access to the stuffing material. A child may put the filling material in the mouth and choke. Moreover, the toy contains small parts (noses) which can easily detach. A small child may put them in the mouth and choke."
A12/02381/24,SAFETY_GATE,2024-08-30,719,Your fragrance Woman,82411614,737052268675,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02381/24,SAFETY_GATE,2024-08-30,719,Your fragrance Woman,82411614,737052268675,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02381/24,SAFETY_GATE,2024-08-30,719,Your fragrance Woman,82411614,737052268675,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"According to the list of ingredients the product contains 2-(4-tert-butylbenzyl) propionaldehyde (BMHCA), which is prohibited in cosmetic products. BMHCA may harm the reproductive system, may harm the health of the unborn child and may cause skin sensitisation."
A12/02404/24,SAFETY_GATE,2024-08-30,719,Foam mat,12715,605566127156,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,The plastic film covering the foam may peel off in small pieces. A small child may put them in the mouth and choke.
A12/02404/24,SAFETY_GATE,2024-08-30,719,Foam mat,12715,605566127156,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,The plastic film covering the foam may peel off in small pieces. A small child may put them in the mouth and choke.
A12/02404/24,SAFETY_GATE,2024-08-30,719,Foam mat,12715,605566127156,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,The plastic film covering the foam may peel off in small pieces. A small child may put them in the mouth and choke.
A12/02462/24,SAFETY_GATE,2024-08-30,719,Happy Glow,123316,7312507120307,yes,US,amazon.com,DEGRADED,55,NOT_FOUND,AMBER,both,AMBER,"The soother's handle can break apart, releasing small parts. A small child may put them in the mouth and choke."
A12/02462/24,SAFETY_GATE,2024-08-30,719,Happy Glow,123316,7312507120307,yes,DE,kaufland.de,MEASURED,97,NOT_FOUND,AMBER,both,AMBER,"The soother's handle can break apart, releasing small parts. A small child may put them in the mouth and choke."
A12/02462/24,SAFETY_GATE,2024-08-30,719,Happy Glow,123316,7312507120307,yes,IN,flipkart.com,MEASURED,93,NOT_FOUND,AMBER,both,AMBER,"The soother's handle can break apart, releasing small parts. A small child may put them in the mouth and choke."
